,name,overall_score,position_score,height,weight,pref_foot,birthdate,age,pref_pos,work_rate,weak_foot,skill_moves,wage,joined_club,contract_expires,Ball Control,Dribbling,Slide Tackle,Stand Tackle,Aggression,Reactions,Att. Position,Interceptions,Vision,Composure,Crossing,Short Pass,Long Pass,Acceleration,Stamina,Strength,Balance,Sprint Speed,Agility,Jumping,Heading,Shot Power,Finishing,Long Shots,Curve,FK Acc.,Penalties,Volleys,GK Positioning,GK Diving,GK Handling,GK Kicking,GK Reflexes,ball_skill_avg,mental_avg,passing_avg,physical_avg,shooting_avg,goalkeeper_avg
17578,Antoine Makoli,53,61,178.0,62.0,1,2865,20.0,580,8,2.0,2.0,1.5,298,1,48,50,47,49,60,52,37,49,43,34,44,49,43,70,55,51,71,71,66,44,36,31,25,33,41,18,24,21,13,14,6,11,5,49.0,45.833333333333336,45.333333333333336,61.142857142857146,28.625,9.8
17579,Andre Brooks,53,69,180.0,70.0,0,740,21.0,445,2,2.0,2.0,3.1,1620,1,54,55,29,28,28,42,47,19,47,48,46,43,36,71,47,48,68,67,74,44,36,67,53,44,46,33,53,50,13,6,11,13,12,54.5,38.5,41.66666666666666,59.85714285714285,47.75,11.0
17580,Noureddine El Bahhar,53,70,177.0,73.0,1,3284,20.0,12,8,4.0,3.0,2.9,1340,5,54,53,22,31,37,47,43,28,59,64,56,54,59,55,51,57,74,47,65,43,33,56,48,55,63,57,46,37,7,7,15,12,7,53.5,46.333333333333336,56.333333333333336,56.0,49.375,9.6
17581,Osama Al Mermish,53,68,182.0,67.0,1,3052,21.0,258,8,3.0,1.0,1.6,200,2,12,9,10,12,20,53,8,14,34,36,12,19,25,40,20,54,46,37,41,50,13,36,9,9,13,11,13,6,50,54,49,48,57,10.5,27.5,18.666666666666668,41.142857142857146,13.75,51.6
17582,Jack Endacott,53,64,177.0,70.0,0,4708,19.0,379,8,2.0,2.0,1.5,1196,1,48,52,48,49,51,46,47,45,38,37,51,42,42,71,66,41,75,68,58,39,39,28,39,23,39,31,32,31,12,10,7,11,13,50.0,44.0,45.0,59.71428571428572,32.75,10.6
17583,Luca Woodhouse,53,64,182.0,70.0,0,2884,20.0,178,2,3.0,2.0,1.5,189,1,54,53,49,52,61,52,49,50,53,44,47,54,53,68,64,62,65,67,68,59,49,51,42,40,46,44,39,32,10,9,9,6,8,53.5,51.5,51.333333333333336,64.71428571428571,42.875,8.4
17584,Fabricio Quaglio,53,65,172.0,80.0,0,2985,21.0,343,2,2.0,2.0,1.5,1380,5,53,51,31,28,30,54,48,24,44,43,45,42,30,73,59,57,58,76,58,58,45,45,53,49,33,26,62,43,9,12,6,8,9,52.0,40.5,39.0,62.71428571428572,44.5,8.8
17585,Edoardo Piana,53,63,197.0,92.0,1,6057,20.0,258,8,1.0,1.0,1.5,1008,5,15,13,12,16,27,52,5,12,26,27,9,22,25,28,19,71,28,17,24,57,11,38,7,9,16,13,14,8,52,53,51,51,54,14.0,24.83333333333333,18.666666666666668,34.857142857142854,14.5,52.2
17586,Jerry Lawrence,53,67,174.0,67.0,1,4089,19.0,177,8,4.0,2.0,1.5,1196,1,56,53,42,48,38,53,50,46,54,47,44,57,53,72,54,46,72,70,71,55,42,49,44,46,39,40,41,33,7,9,13,9,6,54.5,48.0,51.333333333333336,62.85714285714285,41.75,8.8
17587,Gavin Beavers,53,75,193.0,83.0,1,388,19.0,258,8,2.0,1.0,1.5,788,0,14,12,13,10,20,38,7,12,23,37,10,26,18,16,23,62,23,30,31,49,12,43,5,5,10,10,17,8,53,58,46,57,59,13.0,22.83333333333333,18.0,33.42857142857143,13.75,54.6
17588,Bartłomiej Jelonek,53,60,185.0,81.0,1,1279,22.0,258,8,2.0,1.0,1.5,1051,2,11,10,13,12,28,40,6,11,37,22,11,27,17,19,17,64,43,24,35,50,12,40,5,7,13,13,16,7,59,50,54,53,51,10.5,24.0,18.33333333333333,36.0,14.125,53.4
17589,Sean Carey,53,64,184.0,75.0,1,2182,20.0,573,8,2.0,2.0,1.5,767,0,43,53,52,55,49,49,41,49,41,42,40,42,37,69,63,57,59,64,61,56,49,27,29,22,30,26,31,30,12,6,6,10,15,48.0,45.16666666666666,39.66666666666666,61.285714285714285,30.5,9.8
17590,Emre Topçu,53,69,183.0,65.0,1,760,18.0,177,8,2.0,3.0,1.5,1250,1,56,54,52,52,56,52,50,55,50,59,45,57,54,57,55,52,61,55,59,48,49,50,50,45,52,45,48,49,5,6,8,8,9,55.0,53.66666666666666,52.0,55.285714285714285,48.5,7.2
17591,Jackson Travis,53,72,172.0,68.0,0,1805,20.0,259,8,3.0,2.0,1.5,1536,2,56,62,50,49,51,43,45,49,38,40,47,40,36,72,57,43,75,69,73,40,39,33,31,24,33,28,31,31,7,9,12,9,8,59.0,44.333333333333336,41.0,61.285714285714285,31.25,9.0
17592,Anders Hartveit Ryste,53,75,177.0,75.0,0,4521,19.0,656,8,2.0,2.0,1.5,1140,1,50,48,17,17,26,45,52,18,42,43,31,48,32,75,48,65,72,73,72,64,48,53,55,50,40,28,48,42,6,13,6,14,11,49.0,37.66666666666666,37.0,67.0,45.5,10.0
17593,Noah Wagner,53,72,185.0,75.0,1,4618,19.0,61,8,3.0,2.0,1.5,1141,2,33,26,56,57,49,50,24,51,35,38,22,41,33,62,45,56,58,61,59,66,52,28,19,26,27,28,31,21,12,9,6,14,14,29.5,41.16666666666666,32.0,58.142857142857146,29.0,11.0
17594,Faisal Ali,53,60,181.0,75.0,1,5379,24.0,623,8,3.0,2.0,1.5,1010,2,51,51,28,30,50,41,48,29,43,48,48,48,46,80,60,56,72,81,80,62,46,49,49,47,45,38,42,41,7,9,13,6,14,51.0,43.16666666666666,47.333333333333336,70.14285714285714,44.625,9.8
17595,Manoj Mohammad,53,60,180.0,76.0,0,2568,25.0,259,5,3.0,2.0,1.5,1111,2,44,48,52,52,53,53,43,45,37,39,37,41,37,70,73,63,64,68,67,53,40,33,29,28,38,27,32,26,12,8,11,8,9,46.0,45.0,38.333333333333336,65.42857142857143,31.625,9.6
17596,Ayman Al Hussaini,53,55,183.0,78.0,1,3415,28.0,258,8,3.0,1.0,2.7,1813,1,15,8,13,13,21,43,8,11,34,21,13,30,20,38,25,50,48,44,42,47,10,38,5,8,13,12,17,8,53,56,51,50,55,11.5,23.0,21.0,42.0,13.875,53.0
17597,Turki Al Mutairi,53,62,174.0,70.0,1,4580,23.0,656,8,3.0,2.0,3.0,1182,3,50,51,21,14,53,43,51,12,34,38,33,43,30,79,60,61,66,83,73,68,51,49,52,42,31,32,47,43,15,7,14,9,5,50.5,38.5,35.333333333333336,70.0,43.375,10.0
17598,Frank Junior Adjei,53,70,177.0,76.0,1,3837,20.0,304,8,3.0,2.0,1.5,1060,2,57,55,27,26,34,35,49,22,48,52,48,46,40,68,50,56,66,69,62,48,38,58,52,38,40,40,52,42,12,5,6,5,9,56.0,40.0,44.66666666666666,59.85714285714285,45.0,7.4
17599,Szymon Sarbinowski,53,65,173.0,68.0,1,3905,20.0,178,2,2.0,2.0,1.5,1051,5,57,55,51,48,56,51,54,37,47,44,37,58,55,64,63,55,68,64,72,53,48,52,53,44,40,42,43,38,14,5,13,14,10,56.0,48.16666666666666,50.0,62.71428571428572,45.0,11.2
17600,Luca Kjerrumgaard,53,68,190.0,77.0,1,2030,21.0,656,8,3.0,2.0,1.8,1374,2,52,52,16,16,52,49,51,15,42,58,28,45,28,60,42,61,58,60,54,58,50,50,57,45,36,30,49,41,11,10,8,14,10,52.0,44.5,33.666666666666664,56.142857142857146,44.75,10.6
17601,Park Yong Hui,53,60,180.0,74.0,1,3999,22.0,633,2,3.0,2.0,1.5,1445,1,52,59,24,26,54,61,57,40,43,38,50,39,31,68,53,53,56,67,61,46,42,39,41,34,39,34,38,37,11,11,9,8,14,55.5,48.833333333333336,40.0,57.71428571428572,38.0,10.6
17602,Nathanael Blair,53,65,186.0,75.0,1,3732,20.0,656,8,3.0,2.0,1.5,1010,1,44,43,23,29,54,50,51,25,41,46,31,40,30,76,60,79,65,84,59,77,52,58,50,43,34,30,51,46,9,10,15,12,8,43.5,44.5,33.666666666666664,71.42857142857143,45.5,10.8
17603,Steven Sserwadda,53,66,160.0,65.0,1,540,22.0,194,2,3.0,2.0,1.5,1258,0,59,52,46,44,55,56,48,45,44,48,39,60,56,75,60,48,87,69,79,52,47,50,35,40,38,38,41,38,9,11,14,13,14,55.5,49.333333333333336,51.66666666666666,67.14285714285714,40.875,12.2
17604,Bela Dumrath,53,69,196.0,91.0,1,4854,20.0,258,8,2.0,1.0,1.5,1010,1,19,11,13,11,28,47,4,12,37,33,12,31,22,31,18,70,27,21,37,56,12,38,6,7,12,10,19,7,50,53,58,51,52,15.0,26.83333333333333,21.666666666666668,37.142857142857146,13.875,52.8
17605,Storm Strand-Kolbjørnsen,53,72,192.0,81.0,1,4088,20.0,258,8,2.0,1.0,1.5,767,1,15,13,13,14,23,40,8,12,35,30,16,21,20,34,15,55,34,30,32,50,12,40,8,8,10,11,12,7,51,57,54,53,52,14.0,24.666666666666668,19.0,35.714285714285715,13.5,53.4
17606,Rony Jansson,53,69,183.0,72.0,1,2070,20.0,63,8,3.0,2.0,1.5,971,2,46,45,54,55,45,43,22,55,42,42,35,50,45,64,55,59,61,63,50,57,50,28,20,24,29,30,35,23,10,11,11,13,14,45.5,41.5,43.333333333333336,58.42857142857143,29.875,11.8
17607,Ulaş Yılmaz,53,69,175.0,72.0,1,4707,20.0,177,8,2.0,2.0,1.5,1009,1,53,51,66,51,63,56,30,48,58,42,48,63,62,55,35,57,55,63,57,58,56,54,35,38,40,40,51,40,10,11,14,13,13,52.0,49.5,57.66666666666666,54.285714285714285,44.25,12.2
17608,Johan Kenneryd,53,70,195.0,82.0,1,4174,20.0,61,8,2.0,2.0,1.5,1575,1,45,40,52,54,44,42,27,48,28,45,29,45,38,62,34,72,33,66,38,65,52,39,19,21,30,26,31,29,13,14,5,13,12,42.5,39.0,37.333333333333336,52.85714285714285,30.875,11.4
17609,Rohan Luthra,53,67,195.0,80.0,1,4637,22.0,258,8,3.0,1.0,1.5,1350,1,10,8,10,14,16,47,4,11,29,21,12,20,26,20,25,60,25,31,32,49,10,35,6,6,13,12,12,7,53,50,49,47,59,9.0,21.33333333333333,19.33333333333333,34.57142857142857,12.625,51.6
17610,Malek Al Darwish,53,62,179.0,69.0,0,6035,24.0,530,8,2.0,2.0,1.8,858,2,51,54,32,39,35,49,47,37,48,48,50,50,48,68,49,49,71,70,53,39,30,45,48,49,46,44,45,39,8,8,10,14,14,52.5,44.0,49.333333333333336,57.0,43.25,10.8
17611,Wang Dongsheng,53,56,179.0,67.0,0,4222,27.0,259,8,3.0,2.0,1.8,553,1,35,57,59,54,48,50,48,49,32,37,45,28,24,64,64,43,70,63,62,36,41,28,20,28,35,26,34,29,9,6,8,5,5,46.0,44.0,32.333333333333336,57.42857142857143,30.125,6.6
17612,Ablikim Abdusalam,53,63,175.0,61.0,1,2517,21.0,304,8,3.0,3.0,1.5,25,5,46,59,35,43,53,63,56,46,49,42,43,56,51,58,62,37,79,53,77,31,40,45,33,38,38,32,42,33,10,6,6,10,10,52.5,51.5,50.0,56.71428571428572,37.625,8.4
17613,Liu Yixin,53,63,180.0,75.0,1,4503,23.0,284,6,3.0,2.0,1.6,1645,1,34,26,55,56,42,50,28,51,29,45,39,36,27,60,62,55,60,54,48,52,48,35,25,19,23,30,32,26,8,13,13,6,13,30.0,40.833333333333336,34.0,55.85714285714285,29.75,10.6
17614,Finn O'Boyle,53,63,171.0,63.0,1,4490,19.0,304,2,2.0,3.0,1.5,128,1,51,52,16,18,52,46,47,20,48,49,46,48,40,78,60,39,81,74,84,48,48,52,47,46,43,31,48,41,14,13,8,14,10,51.5,43.66666666666666,44.66666666666666,66.28571428571429,44.5,11.8
17615,Luca de Meester,53,64,177.0,68.0,1,2380,20.0,496,7,2.0,2.0,1.5,1543,2,53,56,41,46,38,50,48,35,42,35,53,54,47,64,51,41,78,61,82,40,45,49,40,37,40,34,43,36,10,7,9,9,13,54.5,41.333333333333336,51.333333333333336,59.57142857142857,40.5,9.6
17616,Adam Verdon,53,58,190.0,75.0,1,2361,22.0,178,8,3.0,2.0,1.5,1011,5,52,50,43,42,54,57,46,46,54,53,42,55,54,69,69,55,67,69,66,55,48,42,44,41,44,41,44,43,7,12,13,11,8,51.0,51.66666666666666,50.333333333333336,64.28571428571429,43.375,10.2
17617,Harvey O'Brien,53,56,192.0,84.0,1,5583,23.0,61,3,3.0,2.0,1.5,766,0,41,30,52,56,44,51,22,48,35,35,31,49,47,58,56,71,52,62,66,60,48,35,35,33,33,34,36,31,8,14,12,12,10,35.5,39.16666666666666,42.333333333333336,60.71428571428572,35.625,11.2
17618,John Ryan,53,68,180.0,70.0,1,2288,20.0,450,8,3.0,2.0,1.5,2023,5,53,51,48,51,45,51,52,51,51,51,50,50,43,66,62,48,68,50,53,47,47,36,46,35,43,39,41,33,8,6,5,5,11,52.0,50.16666666666666,47.66666666666666,56.285714285714285,40.0,7.0
17619,Antonio Carrera,53,68,190.0,68.0,1,3711,20.0,258,8,2.0,1.0,1.5,640,1,16,8,12,13,18,50,6,12,38,21,12,22,29,30,26,40,28,28,40,36,13,40,8,8,13,13,11,6,51,53,53,53,54,12.0,24.166666666666668,21.0,32.57142857142857,14.0,52.8
17620,Anthony Marcucci,53,60,191.0,86.0,1,2998,25.0,258,8,1.0,1.0,1.5,1980,5,18,10,15,13,35,38,9,12,33,33,13,34,25,24,28,70,29,19,22,54,13,36,9,8,12,13,11,8,51,54,57,48,54,14.0,26.666666666666668,24.0,35.142857142857146,13.75,52.8
17621,Tom Donaghy,53,62,198.0,88.0,1,174,21.0,258,8,2.0,1.0,1.5,1592,1,18,6,10,12,19,42,5,10,27,35,10,21,23,28,23,57,39,20,31,48,10,41,5,8,11,12,10,8,51,55,52,54,53,12.0,23.0,18.0,35.142857142857146,13.125,53.0
17622,Anton Sorenson,53,65,168.0,57.0,0,2362,21.0,259,8,2.0,2.0,1.5,890,1,37,49,53,56,48,49,37,47,40,35,48,46,37,60,62,40,88,55,79,34,44,24,23,28,28,30,36,24,13,11,7,9,12,43.0,42.66666666666666,43.66666666666666,59.71428571428572,29.625,10.4
17623,Andrin Hunziker,53,67,192.0,83.0,1,1768,21.0,656,8,2.0,2.0,1.8,1009,2,45,40,20,18,56,44,53,21,45,47,31,46,24,62,56,74,46,59,52,74,67,49,56,43,28,29,56,43,14,15,9,14,10,42.5,44.333333333333336,33.666666666666664,60.42857142857143,46.375,12.4
17624,Florian Kastrati,53,60,180.0,73.0,0,3066,22.0,496,2,3.0,2.0,1.5,419,1,48,53,41,43,40,53,48,41,51,49,45,47,41,71,66,54,70,75,65,50,43,44,42,43,42,41,43,43,10,11,10,15,11,50.5,47.0,44.333333333333336,64.42857142857143,42.625,11.4
17625,Hayden Sargis,53,63,183.0,77.0,0,4363,22.0,61,8,2.0,2.0,1.5,884,1,39,36,57,55,44,46,24,59,35,41,24,33,31,65,58,60,49,61,64,60,50,36,18,21,24,22,30,27,9,8,6,13,10,37.5,41.5,29.33333333333333,59.57142857142857,28.5,9.2
17626,Samuel Owusu,53,65,188.0,84.0,1,1114,23.0,61,5,2.0,2.0,1.5,841,0,35,21,54,58,42,49,22,54,32,35,23,33,26,52,58,73,48,58,49,58,47,33,24,23,26,25,35,21,7,10,12,13,13,28.0,39.0,27.33333333333333,56.57142857142857,29.25,11.0
17627,Han Ji Yul,53,66,193.0,88.0,1,758,20.0,258,8,2.0,1.0,1.5,961,5,13,12,15,13,26,49,11,10,38,30,12,20,28,18,26,67,22,17,40,51,13,37,13,12,12,16,30,13,50,55,53,49,52,12.5,27.33333333333333,20.0,34.42857142857143,18.25,51.8
17628,Bae Seo Jun,53,67,173.0,67.0,0,1087,20.0,379,6,3.0,3.0,1.5,788,5,42,60,52,45,50,54,48,47,53,34,49,51,36,68,59,40,78,57,68,34,34,27,29,24,38,31,38,42,6,13,6,13,12,51.0,47.66666666666666,45.333333333333336,57.71428571428572,32.875,10.0
17629,Connor Evans,53,64,180.0,73.0,1,6020,20.0,656,0,3.0,2.0,1.5,951,2,54,50,18,24,47,48,54,28,39,44,35,42,34,77,51,47,70,76,71,54,47,48,55,45,44,34,48,49,11,10,11,8,10,52.0,43.333333333333336,37.0,63.71428571428572,46.25,10.0
17630,Cameron Windust,53,62,183.0,75.0,1,350,23.0,61,8,2.0,2.0,1.5,1181,1,49,35,58,61,45,48,24,52,36,46,28,43,38,51,52,61,57,52,37,52,49,32,21,16,23,21,36,28,7,14,8,8,5,42.0,41.833333333333336,36.333333333333336,51.71428571428572,28.25,8.4
17631,Glenn McConnell,53,65,173.0,71.0,1,337,19.0,12,6,4.0,3.0,1.5,1625,1,54,53,46,42,49,45,47,43,50,52,48,54,55,64,47,50,78,60,72,43,40,41,50,48,49,41,48,45,6,8,5,8,11,53.5,47.66666666666666,52.333333333333336,59.142857142857146,45.25,7.6
17632,Tega Ikoba,53,65,193.0,89.0,1,624,21.0,656,8,2.0,2.0,1.5,782,1,44,42,17,15,50,46,54,16,44,48,20,42,30,66,35,80,39,79,48,75,58,50,54,39,27,20,57,48,10,15,8,9,11,43.0,43.0,30.666666666666668,60.285714285714285,44.125,10.6
17633,Yannick Agnero,53,67,184.0,75.0,1,1753,21.0,656,8,2.0,3.0,1.8,1251,1,57,60,17,16,32,47,50,18,48,49,29,46,34,73,42,44,76,71,66,46,45,46,58,43,42,33,42,48,11,6,13,8,6,58.5,40.66666666666666,36.333333333333336,59.71428571428572,44.625,8.8
17634,Alexandru Jipa,53,62,181.0,71.0,1,5781,22.0,623,8,3.0,2.0,1.5,1011,3,53,52,49,53,50,51,52,41,44,44,44,58,55,71,70,64,64,67,61,57,42,52,47,36,34,39,39,31,15,7,7,13,9,52.5,47.0,52.333333333333336,64.85714285714286,40.0,10.2
17635,Brad Williams,53,63,170.0,70.0,1,6076,19.0,496,8,3.0,3.0,1.5,1758,1,51,53,23,32,39,48,46,26,49,51,47,41,35,79,62,34,89,73,84,40,37,52,43,40,49,40,42,39,9,7,6,5,10,52.0,43.16666666666666,41.0,65.85714285714286,42.75,7.4
17636,Melroy Assisi,53,59,185.0,85.0,1,1365,25.0,63,8,3.0,2.0,1.5,1182,3,43,41,49,50,65,48,39,44,48,41,35,45,49,66,71,76,58,62,50,79,52,39,31,33,34,36,39,31,13,11,14,9,13,42.0,47.5,43.0,66.0,36.875,12.0
17637,Cieran Slicker,53,70,191.0,82.0,1,5800,21.0,258,8,2.0,1.0,1.5,1251,3,18,8,11,12,27,43,4,10,37,36,12,17,29,30,24,51,22,22,21,45,10,40,8,8,10,12,19,9,47,51,60,53,56,13.0,26.166666666666668,19.33333333333333,30.714285714285715,14.5,53.4
17638,Muhammed Nemil,53,63,168.0,65.0,1,3785,22.0,0,2,4.0,3.0,1.5,1831,1,53,51,40,43,41,46,51,20,52,54,43,56,55,80,69,50,76,72,82,52,40,46,40,35,40,42,44,40,6,13,8,12,11,52.0,44.0,51.333333333333336,68.71428571428571,40.875,10.0
17639,Julian Gaines,53,68,178.0,73.0,1,5110,21.0,450,2,2.0,2.0,1.5,213,4,50,51,50,51,54,46,46,48,42,39,47,48,41,66,58,57,68,61,53,49,43,24,21,20,38,28,38,27,9,6,7,11,8,50.5,45.833333333333336,45.333333333333336,58.85714285714285,29.875,8.2
17640,Emil Kischka,53,66,183.0,82.0,1,211,22.0,177,8,3.0,2.0,1.7,250,1,58,55,37,35,48,57,43,43,58,49,40,59,53,63,40,52,69,54,66,49,46,41,49,45,40,39,44,36,8,12,13,7,7,56.5,49.66666666666666,50.66666666666666,56.142857142857146,42.5,9.4
17641,Mohammed Marzouq,53,65,180.0,73.0,0,622,23.0,61,8,3.0,2.0,2.0,221,4,49,42,50,51,58,46,41,50,43,39,45,48,44,61,53,73,70,62,57,71,45,35,27,33,32,33,35,24,11,14,8,9,9,45.5,46.16666666666666,45.66666666666666,63.85714285714285,33.0,10.2
17642,Mayowa Animasahun,53,63,184.0,76.0,1,1021,21.0,61,5,2.0,2.0,1.5,159,0,36,32,53,55,49,50,22,56,28,44,29,31,23,59,54,61,51,57,51,61,55,37,21,23,20,25,35,22,11,7,11,8,11,34.0,41.5,27.666666666666668,56.285714285714285,29.75,9.6
17643,James Nieuwenhuizen,53,69,186.0,78.0,1,2197,20.0,258,8,2.0,1.0,1.5,84,1,15,5,11,11,17,47,8,6,25,30,14,27,21,26,20,37,48,32,22,34,13,40,5,6,10,13,18,5,50,54,51,53,54,10.0,22.166666666666668,20.666666666666668,31.285714285714285,13.75,52.4
17644,Othman Al Othman,53,68,173.0,64.0,0,123,21.0,649,8,3.0,2.0,3.4,1257,3,48,52,18,16,39,44,49,19,43,45,45,48,39,86,33,30,72,72,81,48,24,41,44,49,48,31,45,36,11,8,12,9,13,50.0,39.833333333333336,44.0,60.285714285714285,39.75,10.6
17645,Oliwier Hyla,53,73,182.0,68.0,1,801,19.0,574,8,2.0,2.0,1.5,1011,3,41,52,50,52,53,47,45,50,31,35,47,47,26,69,56,49,64,68,58,47,45,25,32,28,36,32,38,23,13,8,13,7,7,46.5,43.5,40.0,58.71428571428572,32.375,9.6
17646,Emmanuel Fernandez,53,64,194.0,75.0,1,4900,22.0,61,3,2.0,2.0,1.5,1034,3,30,28,61,60,47,46,22,49,30,37,22,32,22,58,64,66,46,60,51,56,48,35,17,22,27,30,34,26,13,14,8,6,12,29.0,38.5,25.33333333333333,57.285714285714285,29.875,10.6
17647,Aidan Denholm,53,73,175.0,68.0,1,5173,20.0,194,8,3.0,2.0,1.5,1007,1,63,56,43,47,27,45,56,16,61,62,53,58,56,65,47,44,76,69,75,35,38,57,49,41,46,42,53,42,5,15,14,6,8,59.5,44.5,55.66666666666666,58.71428571428572,46.0,9.6
17648,Sultan Al Harbi,53,62,180.0,75.0,1,2999,24.0,61,2,3.0,2.0,2.8,1892,1,41,43,49,51,61,52,37,55,35,50,31,48,40,76,58,63,58,65,66,74,46,39,34,29,31,39,50,30,15,12,7,9,15,42.0,48.333333333333336,39.66666666666666,65.71428571428571,37.25,11.6
17649,Thomas Williams,53,73,191.0,77.0,0,639,20.0,71,8,3.0,2.0,1.5,1299,1,44,42,54,52,46,50,27,50,39,38,35,38,38,54,61,70,40,54,60,63,58,36,31,28,39,27,30,24,12,13,10,13,8,43.0,41.66666666666666,37.0,57.42857142857143,34.125,11.2
17650,Babajide Adeeko,53,64,175.0,70.0,1,405,21.0,177,8,4.0,2.0,1.5,1335,2,54,56,40,49,50,54,44,49,53,55,41,57,54,65,57,49,70,65,74,41,41,47,41,39,43,42,44,41,10,13,11,7,14,55.0,50.833333333333336,50.66666666666666,60.142857142857146,42.25,11.0
17651,Charlie O'Connell,53,69,185.0,71.0,1,1213,21.0,63,8,2.0,2.0,1.5,1249,2,49,47,51,58,48,49,40,49,44,45,27,56,42,64,56,62,60,66,49,56,46,40,34,33,30,29,34,30,7,14,10,13,9,48.0,45.833333333333336,41.66666666666666,59.0,34.5,10.6
17652,Abdul Rabeeh,53,62,169.0,65.0,1,2322,23.0,634,8,3.0,2.0,1.5,1339,3,51,51,44,46,40,40,48,42,49,40,52,49,47,72,60,38,76,76,82,47,36,51,48,45,50,39,44,45,9,8,12,10,6,51.0,43.16666666666666,49.333333333333336,64.42857142857143,44.75,9.0
17653,Evan McLaughlin,53,67,176.0,71.0,0,4034,22.0,0,8,3.0,2.0,1.5,280,0,51,55,38,36,47,44,52,43,53,55,50,57,51,60,32,32,75,51,75,32,43,51,46,51,52,54,45,42,8,8,5,14,7,53.0,49.0,52.66666666666666,51.0,48.0,8.4
17654,Alexandru Blidar,53,66,179.0,67.0,1,1213,21.0,524,8,2.0,2.0,1.5,1061,1,55,55,27,42,32,40,40,45,47,42,38,55,52,80,55,33,68,76,71,38,31,42,32,44,43,36,44,33,15,13,14,6,12,55.0,41.0,48.333333333333336,60.142857142857146,38.125,12.0
17655,Mario Enache,53,73,179.0,74.0,1,5666,20.0,258,8,1.0,1.0,1.5,1265,1,10,6,12,12,22,38,7,7,27,24,14,15,28,22,27,42,43,33,37,34,11,40,8,6,11,12,19,7,53,54,54,53,54,8.0,20.83333333333333,19.0,34.0,14.25,53.6
17656,Antonio Leone,53,71,185.0,82.0,1,368,20.0,61,8,2.0,2.0,1.5,1248,4,31,27,53,57,44,43,21,54,32,42,25,40,33,52,57,72,49,53,38,62,52,38,16,21,28,22,31,20,14,13,8,15,13,29.0,39.333333333333336,32.666666666666664,54.71428571428572,28.5,12.6
17657,Ted Collins,53,63,187.0,73.0,0,2414,21.0,258,8,2.0,1.0,1.5,767,1,27,18,22,23,33,46,5,24,45,32,14,45,45,53,30,43,56,53,51,48,21,38,9,8,14,11,11,9,50,55,53,50,55,22.5,30.83333333333333,34.666666666666664,47.71428571428572,15.125,52.6
17658,Kayden Pierre,53,69,175.0,66.0,1,1666,21.0,450,2,3.0,2.0,1.5,1666,1,46,51,49,52,51,51,47,45,40,42,50,43,32,71,58,49,69,71,63,44,36,28,24,23,38,26,37,25,11,8,11,9,13,48.5,46.0,41.66666666666666,60.71428571428572,29.625,10.4
17659,Luke Mariette,53,68,183.0,76.0,1,5666,20.0,177,2,2.0,2.0,1.5,896,1,54,52,44,47,40,52,48,44,55,50,39,58,56,66,45,59,60,63,58,48,37,47,44,48,46,36,44,36,7,14,5,14,5,53.0,48.16666666666666,51.0,57.0,42.25,9.0
17660,Liu Jiahui,53,61,185.0,82.0,1,2360,23.0,61,8,3.0,2.0,1.6,24,2,26,23,46,54,45,52,29,53,40,33,29,50,51,60,53,77,51,52,49,65,49,38,22,22,25,24,35,26,6,11,12,13,6,24.5,42.0,43.333333333333336,58.142857142857146,30.125,9.6
17661,Evan Khouri,53,67,179.0,73.0,0,2287,21.0,220,6,3.0,3.0,1.5,53,1,55,54,50,50,51,60,50,48,52,50,49,54,51,71,69,52,67,72,71,49,42,47,42,43,48,43,42,49,15,6,7,5,12,54.5,51.833333333333336,51.333333333333336,64.42857142857143,44.5,9.0
17662,Conan Noonan,53,64,180.0,67.0,1,2196,21.0,656,8,3.0,2.0,1.5,1011,4,56,57,17,14,34,53,58,11,44,51,32,43,34,65,52,49,55,64,66,50,51,44,56,44,38,28,56,36,6,12,10,9,11,56.5,41.833333333333336,36.333333333333336,57.285714285714285,44.125,9.6
17663,Matthew O'Brien,53,60,178.0,71.0,1,2345,21.0,0,8,2.0,2.0,1.5,641,0,54,53,46,46,56,46,53,50,51,54,49,51,51,63,49,51,59,57,61,52,50,54,51,51,48,48,47,51,14,14,7,8,11,53.5,51.66666666666666,50.333333333333336,56.0,50.0,10.8
17664,Bret Halsey,53,61,175.0,68.0,1,3119,24.0,460,8,3.0,2.0,1.5,768,0,46,49,53,53,51,45,42,53,32,39,39,50,47,68,57,49,75,66,63,41,36,23,21,21,26,32,31,23,10,10,8,7,11,47.5,43.66666666666666,45.333333333333336,59.85714285714285,26.625,9.2
17665,Kim Ki Hwan,53,62,178.0,74.0,0,2046,24.0,370,8,3.0,2.0,1.5,977,0,49,53,51,48,53,53,50,47,47,54,50,49,48,64,57,62,65,61,66,51,38,48,20,43,48,54,30,29,14,7,11,6,7,51.0,50.66666666666666,49.0,60.85714285714285,38.75,9.0
17666,Lara Sharma,53,62,195.0,80.0,1,5185,24.0,258,8,1.0,1.0,1.5,357,21,12,12,14,10,26,39,6,8,27,34,13,19,17,22,16,57,35,31,37,47,10,40,8,9,14,12,18,9,50,54,53,53,56,12.0,23.33333333333333,16.333333333333332,35.0,15.0,53.2
